work_id	volume_file	volume_title	volume_date	prenom_auteur	nom_auteur	volume_edition_id	first_edition	first_edition_titre	first_edition_date	list_edition_bnf
20	gbooks_U9gTAAAAQAAJ	Amelonde	1669	François Hédelin	Aubignac	NA	cb36120415x	Amelonde, histoire de nostre temps . Ou l'on void qu'une honneste femme est heureuse quand elle suit un conseil sage et vertueux	1669	cb36120415x
21	NA	NA	NA	François Hédelin	Aubignac	NA	cb31738869f	Histoire galante et enjouée, interrompue par des entretiens de civilité, d'amitié et de passetemps	1673	cb31738869f
22	gbooks_NMw5AAAAcAAJ	Histoire des amours de Lysandre et de Caliste	1659	Vital d'	Audiguier	NA	cb30037045n	Histoire trage-comique de nostre temps sous les noms de Lysandre et de Caliste, par le Sr Daudiguier	1616	cb30037045n, cb300370460, cb30037047b, cb30037048p, cb300370491, cb300370507, cb30037052x, cb30037051k
23	gallica_bpt6k5688001j	Nouvelles d'Élisabeth, reyne d'Angleterre	1674	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039749f	cb30039749f	Nouvelles d'Élisabeth, reyne d'Angleterre	1674	cb30039749f, cb30039750n
23	gallica_bpt6k56882603	Nouvelles d'Élisabeth, reyne d'Angleterre	1674	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039749f	cb30039749f	Nouvelles d'Élisabeth, reyne d'Angleterre	1674	cb30039749f, cb30039750n
24	gbooks_kjxWAAAAYAAJ	Histoire d'Hypolite, comte de Duglas ...	1699	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039732q	Histoire d'Hypolite, comte de Duglas . Premiere [-seconde] partie	1690	cb30039732q
25	gallica_bpt6k83295d	Relation du voyage d'Espagne...	1691	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039753p	cb30039753p	Relation du voyage d'Espagne...	1691	cb30039753p
25	gallica_bpt6k83296r	Relation du voyage d'Espagne...	1691	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039753p	cb30039753p	Relation du voyage d'Espagne...	1691	cb30039753p
26	gbooks_1G_23lCdvroC	Mémoires de la cour d'Angleterre, par Madame D... (d'Aulnoy)	1695	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039746d	Mémoires de la cour d'Espagne...	1692	cb30039746d
26	gbooks_2GRBAAAAcAAJ	Mémoires de la cour d'Espagne	1695	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039746d	Mémoires de la cour d'Espagne...	1692	cb30039746d
26	gbooks_f1JBAAAAcAAJ	Mémoires De La Cour D'Espagne	1690	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039746d	Mémoires de la cour d'Espagne...	1692	cb30039746d
26	gbooks_JID-cELbhisC	Mémoires de la Cour d'Espagne. Par Madame D***. Première [-seconde] partie	1693	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039746d	Mémoires de la cour d'Espagne...	1692	cb30039746d
26	gbooks_RZLkjYq0zd0C	Mémoires de la Cour d'Espagne. Première [-seconde] partie	1690	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039746d	Mémoires de la cour d'Espagne...	1692	cb30039746d
27	gallica_bpt6k83298f	Mémoires des avantures singulières de la cour de France	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039747r	cb30039747r	Mémoires des avantures singulières de la cour de France	1692	cb30039747r
28	gallica_bpt6k1088789	Nouvelles espagnolles	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb300397510	cb300397510	Nouvelles espagnolles	1692	cb300397510
28	gallica_bpt6k108879p	Nouvelles espagnolles	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb300397510	cb300397510	Nouvelles espagnolles	1692	cb300397510
29	gallica_bpt6k8726808s	Histoire de Jean de Bourbon, prince de Carency	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039735r	cb30039735r	Histoire de Jean de Bourbon, prince de Carency	1692	cb30039735r
29	gallica_bpt6k87268096	Histoire de Jean de Bourbon, prince de Carency	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039735r	cb30039735r	Histoire de Jean de Bourbon, prince de Carency	1692	cb30039735r
29	gallica_bpt6k8726810v	Histoire de Jean de Bourbon, prince de Carency	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb30039735r	cb30039735r	Histoire de Jean de Bourbon, prince de Carency	1692	cb30039735r
29	gbooks_-GtaD6riHpwC	Histoire de Jean de Bourbon, prince de Carency	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039735r	Histoire de Jean de Bourbon, prince de Carency	1692	cb30039735r
29	gbooks_WgZhAAAAcAAJ	Histoire de Jean de Bourbon, prince de Carency	1692	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039735r	Histoire de Jean de Bourbon, prince de Carency	1692	cb30039735r
30	gbooks_cNw9AAAAcAAJ	Memoires De La Cour D'Angleterre	1695	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039741p	Memoires de la cour d'Angleterre . Par Madame D... Tome I [-II]	1695	cb30039741p, cb300397421
30	gbooks_x8RdAAAAcAAJ	Memoires De La Cour D'Angleterre	1695	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb30039741p	Memoires de la cour d'Angleterre . Par Madame D... Tome I [-II]	1695	cb30039741p, cb300397421
31	gallica_bpt6k832973	Mémoires secrets de Mr L. D. D. O., ou Les avantures comiques de plusieurs grands princes de la cour de France	1696	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb300397483	cb300397483	Mémoires secrets de Mr L. D. D. O., ou Les avantures comiques de plusieurs grands princes de la cour de France	1696	cb300397483
31	gallica_bpt6k87030148	Mémoires secrets de Mr L. D. D. O., ou Les avantures comiques de plusieurs grands princes de la cour de France	1696	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb300397483	cb300397483	Mémoires secrets de Mr L. D. D. O., ou Les avantures comiques de plusieurs grands princes de la cour de France	1696	cb300397483
32	NA	NA	NA	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	NA	cb352180623	Les Illustres fées : contes galans dédié aux dames par Madame D**	1698	cb352180623
33	gallica_bpt6k65466258	Contes nouveaux ou Les fées à la mode . Par Madame D**	1698	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb333255260	cb333255260	Contes nouveaux ou Les fées à la mode . Par Madame D**	1698	cb333255260
33	gallica_bpt6k6549324r	Contes nouveaux ou Les fées à la mode . Par Madame D**	1698	Marie-Catherine Le Jumel de Barneville baronne d'	Aulnoy	cb333255260	cb333255260	Contes nouveaux ou Les fées à la mode . Par Madame D**	1698	cb333255260
34	gallica_bpt6k1115232	Les travaux sans travail , de Pierre Davity, avec le Tombeau de Madame la duchesse de Beaufort... Reveu et corrigé de nouveau	1609	Pierre d'	Avity	cb300421468	cb300421468	Les travaux sans travail , de Pierre Davity, avec le Tombeau de Madame la duchesse de Beaufort... Reveu et corrigé de nouveau	1609	cb300421468
35	gallica_btv1b86000862	La Conqueste du grand roy Charlemaigne des Espagnes, avec les faits gestes des douze Pairs de France et du grand Fierabras et le combat fait par luy contre le petit Olivier lequel le vainquist. Et des trois freres qui firent les neuf Espées dont Fierabras en avoit trois pour combatre contre ses ennemis, comme vous pourrez voir cy apres...	1640	Jehan	Bagnyon	cb33322614j	cb33322614j	La Conqueste du grand roy Charlemaigne des Espagnes, avec les faits gestes des douze Pairs de France et du grand Fierabras et le combat fait par luy contre le petit Olivier lequel le vainquist. Et des trois freres qui firent les neuf Espées dont Fierabras en avoit trois pour combatre contre ses ennemis, comme vous pourrez voir cy apres...	1640	cb33322614j
36	gallica_bpt6k5652513s	Histoires tragiques, extraites des oeuvres italiennes de Bandel &amp;amp; mises en langue françoise , par François de Belle-Forest,...	1603	Matteo	Bandello	cb300798811	cb300798811	Histoires tragiques, extraites des oeuvres italiennes de Bandel &amp;amp; mises en langue françoise , par François de Belle-Forest,...	1603	cb300798811, cb300798811
37	gallica_bpt6k5529628p	L'Argenis de Jean Barclay . Traduction nouvelle, enrichie de figures	1624	Jean	Barclay	cb30055908v	cb30055908v	L'Argenis de Jean Barclay . Traduction nouvelle, enrichie de figures	1624	cb30055908v, cb33985678s, cb300559096
38	gallica_bpt6k87017713	Apologie d'Euphormion (J. Barclay) touchant ses satyres	1625	Jean	Barclay	cb300558940	cb300558940	Apologie d'Euphormion (J. Barclay) touchant ses satyres	1625	cb300558940
38	gbooks_Ecczq32ac_oC	Apologie d'Euphormion (J. Barclay) touchant ses satyres	1625	Jean	Barclay	NA	cb300558940	Apologie d'Euphormion (J. Barclay) touchant ses satyres	1625	cb300558940
39	gallica_bpt6k114732g	La satyre d'Euphormion , composée par Jean Barclay et mise nouvellement en françois (par Jean Béraut), avec les observations qui expliquent toutes les difficultez contenües en la première et seconde partie	1640	Jean	Barclay	cb30055949f	cb30055946d	Les Satyres d'Euphormion de Lusine, contenans la censure des actions de la plus grande partie des hommes en diverses charges et vacations, composées en langue latine par Jean Barclay et mises en français par I.T.P.A.E.P.	1625	cb30055946d, cb30055949f
39	gallica_bpt6k8701770p	Les Satyres d'Euphormion de Lusine, contenans la censure des actions de la plus grande partie des hommes en diverses charges et vacations, composées en langue latine par Jean Barclay et mises en français par I.T.P.A.E.P.	1625	Jean	Barclay	cb30055946d	cb30055946d	Les Satyres d'Euphormion de Lusine, contenans la censure des actions de la plus grande partie des hommes en diverses charges et vacations, composées en langue latine par Jean Barclay et mises en français par I.T.P.A.E.P.	1625	cb30055946d, cb30055949f
40	gallica_bpt6k8701772h	L'Oeil clairvoyant d'Euphormion dans les actions des hommes et de son règne parmy les plus grands et signalés de la Cour, satire de nostre temps composé en latin par Jean Barcley et mis en nostre langage par M. Nau, advocat en Parlement	1626	Jean	Barclay	cb30055947r	cb30055947r	L'Oeil clairvoyant d'Euphormion dans les actions des hommes et de son règne parmy les plus grands et signalés de la Cour, satire de nostre temps composé en latin par Jean Barcley et mis en nostre langage par M. Nau, advocat en Parlement	1626	cb30055947r
40	gbooks_OJ8tK2dfrEEC	L'Oeil clairvoyant d'Euphormion dans les actions des hommes et de son règne parmy les plus grands et signalés de la Cour, satire de nostre temps composé en latin par Jean Barcley et mis en nostre langage par M. Nau, advocat en Parlement	1626	Jean	Barclay	NA	cb30055947r	L'Oeil clairvoyant d'Euphormion dans les actions des hommes et de son règne parmy les plus grands et signalés de la Cour, satire de nostre temps composé en latin par Jean Barcley et mis en nostre langage par M. Nau, advocat en Parlement	1626	cb30055947r
41	gallica_bpt6k6536554c	L'Argenis de Jean Barclay . De la traduction nouvelle de M. G. Dedié au Roy.	1632	Jean	Barclay	cb30055910d	cb30055910d	L'Argenis de Jean Barclay . De la traduction nouvelle de M. G. Dedié au Roy.	1632	cb30055910d, cb30055911r
42	NA	NA	NA	Jean	Barclay	NA	cb300559123	Histoire de Poliarque et d'Argenis (abrégée du latin de Jean Barclay), par F. N. Coeffeteau, evesque de Marseille, avec le Promenoir de la reyne à Compiègne	1641	cb300559123
43	NA	La Conclusion et dernière partie d'Astrée... composée sur les vrais mémoires de feu Mre Honoré d'Urfé par le Sr Baro. 2e édition...	1632	Balthasar	Baro	NA	cb300581071	La Conclusion et dernière partie d'Astrée... composée sur les vrais mémoires de feu Mre Honoré d'Urfé par le Sr Baro. 2e édition...	1630	cb300581071, cb30058108c
43	NA	Le Dixhuictiesme livre d'Amadis de Gaule , continuant les amours, gestes &amp;amp; faits heroïques des illustres &amp;amp; vertueux princes Sferamond &amp;amp; Amadis d'Astre... Traduict d'espagnol en franc̜ois	1579	Balthasar	Baro	NA	cb300581071	La Conclusion et dernière partie d'Astrée... composée sur les vrais mémoires de feu Mre Honoré d'Urfé par le Sr Baro. 2e édition...	1630	cb300581071, cb30058108c
44	NA	Le Dixneufiesme livre d'Amadis de Gaule . Traittant des amours, gestes, &amp;amp; faicts heroïques, de plusieurs illustres &amp;amp; magnanimes princes nepveux d'Amadis de Gaule... Traduit d'espagnol en langue franc̜oyse, par Gabriel Chappuis...	1582	René	Bary	NA	cb30063439g	La Deffence de la jalousie, par M. Bary	1642	cb30063439g
45	gallica_bpt6k723748	Les amours d'Amynthio, et de la belle Odylie , par G. de Bazyre, d'Amblainville	1601	Gervais	Basire	NA	cb35764272w	Les amours d'Amynthio, et de la belle Odylie , par G. de Bazyre, d'Amblainville	1601	cb35764272w
46	NA	NA	NA	Gervais	Basire	NA	cb31779888s	La Bergère de la Palestine, où, sous le règne de Baudoin en Hiérusalem, sont descouvertes les chastes amours de Crindor et de la belle Phylide. 2°édition...	1605	cb31779888s
47	gallica_bpt6k8702264j	Les Adventures estranges de Lycidas cyrien, et Cleorithe rhodienne . Contenant la conversion de l'un, &amp;amp; la reprobation de l'autre. Traduit sur l'original grec, par le Sr. de Basire, archidiacre, &amp;amp; theologal à Sees	1630	Gervais	Basire	cb359394831	cb359394831	Les Adventures estranges de Lycidas cyrien, et Cleorithe rhodienne . Contenant la conversion de l'un, &amp;amp; la reprobation de l'autre. Traduit sur l'original grec, par le Sr. de Basire, archidiacre, &amp;amp; theologal à Sees	1630	cb359394831
48	gallica_bpt6k63628585	Lindamire . Histoire indienne. Tirée de l'espagnol	1638	Jean	Baudoin	cb30066918m	cb30066918m	Lindamire . Histoire indienne. Tirée de l'espagnol	1638	cb30066918m
49	gbooks_wIRCAAAAcAAJ	Relation Historique Et Galante, De L'Invasion De L'Espagne Par Les Maures	1699	Nicolas	Baudot de Juilly	NA	cb300671179	Relation historique et galante de l'invasion de l'Espagne par les Maures...	1699	cb300671179
50	NA	Histoire de Caterine de France, reine d'Angleterre . 2e édition	1700	Nicolas	Baudot de Juilly	NA	cb30067106n	Histoire de Caterine de France, reine d'Angleterre . 2e édition	1700	cb30067106n
51	NA	NA	NA	Nicolas	Baudouin	NA	cb33326710d	La conversion d'Athis et de Cloride reveuë corrigée &amp;amp; augmentée par l'autheur	1604	cb33326710d, cb300672794
52	NA	NA	NA	De	Beaucourt	NA	cb30071744m	Le Courier d'amour (par le sieur de Beaucourt)	1679	cb30071744m, cb30071742x, cb300717438
53	gallica_bpt6k113894b	Les advantures de Poliandre et Théoxène , par le sieur de Beaulieu	1623	De	Beaulieu	cb300724023	cb300724023	Les advantures de Poliandre et Théoxène , par le sieur de Beaulieu	1623	cb300724023
54	NA	NA	NA	Pierre	Beaunis de Chanterain	NA	cb359449733	Arrest donné sur la dispute, faicte devant la Majesté du Roy. Entre le seigneur des Viettes, &amp;amp; maistre Guillaume, &amp;amp; autres...	1606	cb359449733
55	gallica_bpt6k113057m	XVIII Histoires tragiques, extraictes des oeuvres italiennes de Bandel et mises en langue françoise, les six premières, par Pierre Boisteau, surnommé Launay,... les douze suivans, par Franc. de Belle-Forest,... - Des Histoires tragiques tome second (-septiesme)...	1610	François de	Belleforest	NA	cb30079880p	Les Histoires tragiques extraictes des oeuvres italiennes de Bandel et mises en langue françoise, par François de Belle-Forest,...	1600	cb30079880p, cb30079879g, cb36040844v, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g, cb30079880p, cb30079879g
56	NA	NA	NA	Jean	Bellere	NA	cb30080230h	Bonnes Réponses à tous propos, italien et françois, livre... auquel est contenu grand nombre de proverbes et sentences joyeuses et de plusieurs matières... desquelles... on peut user en toute compagnie. Traduit d'italien en françois. (Par J. Bellere.)	1610	cb30080230h
57	gallica_btv1b8600132v	Théâtre d'histoire, où avec les grandes proüesses et aventures étranges du noble et vertueux chevalier Polimantes, prince d'Arfine, se représentent au vrai plusieurs occurences fort rares et merveilleuses, tant de paix que de guerre, arrivées de son temps ès plus célèbres et renommés païs, roiaumes et provinces du monde... (par P. de Belleville.)	1613	Philippe de	Belleville	cb30080536d	cb30080536d	Théâtre d'histoire, où avec les grandes proüesses et aventures étranges du noble et vertueux chevalier Polimantes, prince d'Arfine, se représentent au vrai plusieurs occurences fort rares et merveilleuses, tant de paix que de guerre, arrivées de son temps ès plus célèbres et renommés païs, roiaumes et provinces du monde... (par P. de Belleville.)	1613	cb30080536d
58	gallica_bpt6k65480942	Les malheurs de l'amour. Premiere nouvelle. Eleonor d'Yvrée.	1688	Catherine	Bernard	cb30448198n	cb304481979	Les malheurs de l'amour . Première nouvelle. Éléonor d'Yvrée	1687	cb304481979, cb30448198n
59	gbooks_Up5mAAAAcAAJ	Le comte d'Amboise	1689	Catherine	Bernard	NA	cb30090314r	Le comte d'Amboise , nouvelle galante	1689	cb30090314r
60	gallica_bpt6k4227070n	Inès de Cordoue , nouvelle espagnole	1697	Catherine	Bernard	cb30090316f	cb300903153	Inès de Cordoue , nouvelle espagnole	1696	cb300903153, cb30090316f
61	gbooks_-nF7YgPA4VkC	Jugement et nouvelles observations sur les oeuvres grecques, latines, toscanes et françaises de Maître François Rabelais	1697	Jean	Bernier	NA	cb318037623	Jugement et nouvelles observations sur les oeuvres grecques, latines, toscanes &amp;amp; françoises de maître François Rabelais D. M. ou le Véritable Rabelais reformé...	1697	cb318037623, cb300922488, cb30092249m
61	gbooks_KzkUAAAAQAAJ	Jugement et nouvelles observations sur les oeuvres Grecques, Latines, Toscanes et Françoises de Maître François Rabelais D.M.	1697	Jean	Bernier	NA	cb318037623	Jugement et nouvelles observations sur les oeuvres grecques, latines, toscanes &amp;amp; françoises de maître François Rabelais D. M. ou le Véritable Rabelais reformé...	1697	cb318037623, cb300922488, cb30092249m
62	NA	NA	NA	François	Béroalde de Verville	NA	cb30092736n	Histoire d'Hérodias, tirée des monumens de l'antiquité (par Béroalde de Verville)	1600	cb30092736n
63	gbooks_hGSicAVlg_oC	Le moyen de parvenir. Nouvelle édition. Corrigée de diverses fautes qui n'y étoient point et augmentée de plusieurs autres... [Précédé de la dissertation de B. de La Monnoye]	1720	François	Béroalde de Verville	NA	cb31804426n	Le moyen de parvenir . Oeuvre contenant la raison de tout ce qui a esté, est &amp;amp; sera : avec demonstrations certaines &amp;amp; necessaires, selon la rencontre des effects de vertu. Et adviendra que ceux qui auront nez à porter lunettes s'en serviront, ainsi qu'il est escrit au Dictionnaire à dormir en toutes langues. S. Recensuit Sapiens ab A ad Z	1600	cb31804426n
64	NA	NA	NA	François	Béroalde de Verville	NA	cb30092730k	Troisiesme Partie des Avantures de Floride... (par Béroalde de Verville.)	1601	cb30092730k
65	NA	NA	NA	François	Béroalde de Verville	NA	cb30092731x	Quatriesme Partie des Avantures de Floride... De l'invention de Béroalde de Verville. Reveu... et augmenté...	1601	cb30092731x
66	gallica_bpt6k111525t	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	François	Béroalde de Verville	cb30092739p	cb30092739p	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	cb30092739p, cb30092738b
66	gallica_bpt6k1115266	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	François	Béroalde de Verville	cb30092739p	cb30092739p	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	cb30092739p, cb30092738b
66	gallica_bpt6k111527k	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	François	Béroalde de Verville	cb30092739p	cb30092739p	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	cb30092739p, cb30092738b
66	gallica_bpt6k111528z	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	François	Béroalde de Verville	cb30092739p	cb30092739p	L'histoire véritable, ou Le voyage des princes fortunez , divisée en IIII entreprises, par Béroalde de Verville	1610	cb30092739p, cb30092738b
67	gbooks_b8_5fKTBsW4C	Le Salmigondis, ou le Manège du genre humain (par Béroalde de Verville)	1698	François	Béroalde de Verville	NA	cb30092748n	Le Salmigondis, ou le Manège du genre humain (par Béroalde de Verville)	1698	cb30092748n
68	gbooks_oF1CAAAAcAAJ	Le Coupecu de la mélancolie, ou Vénus en belle humeur	1698	François	Béroalde de Verville	NA	cb300927479	Le coupecu de la melancolie, ou Venus en belle humeur	1698	cb300927479
